Societe;Facture;Date d'echeance;Montant du;Montant total;Client;Document d'origine
Cheinmalt distribution;FAC/2021/0934;2021-02-18;10.8;10.8;B-STORE;VCHD15313
Cheinmalt distribution;FAC/2021/0936;2021-02-18;176400.0;176400.0;Société Travaux Batiment ( STB );VCHD15321
Quincaillerie de La Mer;FAC/2021/1860;2021-02-18;1100.0;1100.0;BHAIDJY Mourtouza;VQLM53715
Quincaillerie de La Mer;FAC/2021/1859;2021-02-18;16000.01;16000.01;BHAIDJY Mourtouza;VQLM53714
Quincaillerie de La Mer;FAC/2021/1852;2021-02-18;275000.04;275000.04;E.M.I.T (Entreprise de Maintenance Industrielle et du Transport);VQLM53706
Cheinmalt distribution;FAC/2021/0929;2021-02-18;122850.0;122850.0;SOGEA SATOM MADAGASCAR;VCHD15128
Quincaillerie de La Mer;FAC/2021/1847;2021-02-18;257760.0;257760.0;CHEINMALT MAISON;VQLM53699
Quincaillerie de La Mer;FAC/2021/1782;2021-02-16;3124800.0;3124800.0;SOCIETE  TSARAHAZO SARL;VQLM53631
Cheinmalt distribution;FAC/2021/0928;2021-02-18;920000.0;920000.0;ROUNAKALA;VCHD15296
Cheinmalt distribution;FAC/2021/0927;2021-02-18;1743840.0;1743840.0;MAISON SARAH;VCHD14972
Cheinmalt distribution;FAC/2021/0925;2021-02-18;5011008.0;5011008.0;ISSOUFALY TAHA;VCHD15309
Cheinmalt distribution;FAC/2021/0924;2021-02-17;3663792.0;3663792.0;ISSOUFALY TAHA;VCHD15229
Quincaillerie de La Mer;FAC/2021/1841;2021-02-17;160000.0;160000.0;ISSOUFALY TAHA;VQLM53688
Quincaillerie de La Mer;FAC/2021/1834;2021-02-17;1050000.0;1050000.0;E.M.I.T (Entreprise de Maintenance Industrielle et du Transport);VQLM53680
Quincaillerie de La Mer;FAC/2021/1831;2021-02-17;10000002.0;10000002.0;MORAVIDY;VQLM53097
Cheinmalt distribution;FAC/2021/0923;2021-02-17;4877550.0;4877550.0;Société Travaux Batiment ( STB );VCHD15291
Cheinmalt distribution;FAC/2020/6142;2021-01-11;1336500.0;13763656.4;HATIMY SHOP;VCHD14111
Cheinmalt distribution;FAC/2021/0921;2021-02-17;263088.0;263088.0;HMF;VCHD15277
Cheinmalt distribution;FAC/2021/0922;2021-02-17;474163.2;474163.2;HMF;VCHD15293
Cheinmalt distribution;FAC/2019/0195;2019-01-18;5749999.8;5749999.8;QUINCAILLERIE TSARAMANDROSO;VCHD3129
Cheinmalt distribution;FAC/2020/6201;2021-01-14;209.5;215460.0;MAISON BAIDJIBAY;VCHD14162
Cheinmalt distribution;FAC/2021/0829;2021-02-12;217766.88;217766.88;BURO SERVICE;VCHD15187
Quincaillerie de La Mer;FAC/2021/1819;2021-02-17;123633.9;123633.9;SMMH;VQLM53664
Quincaillerie de La Mer;FAC/2021/1815;2021-02-17;1441701.2;1441701.2;DIDIER BUET;VQLM53435
Quincaillerie de La Mer;FAC/2021/1812;2021-02-17;68040.0;68040.0;TROPICAL BOAT;VQLM53660
Quincaillerie de La Mer;FAC/2021/1811;2021-02-17;901399.92;901399.92;ENAC;VQLM53657
Quincaillerie de La Mer;FAC/2021/1810;2021-02-17;290000.02;290000.02;DIDIER BUET;VQLM53658
Cheinmalt distribution;FAC/2021/0918;2021-02-17;9101495.64;9101495.64;ABC IVANDRY;VCHD15285
Quincaillerie de La Mer;FAC/2021/1806;2021-02-17;5840000.4;5840000.4;E.M.I.T (Entreprise de Maintenance Industrielle et du Transport);VQLM53655
Quincaillerie de La Mer;FAC/2020/1992;2020-02-10;300001.38;3840001.38;SALAMA*;VQLM36036
Quincaillerie de La Mer;FAC/2021/1798;2021-02-17;13200.0;13200.0;SALAMA*;VQLM53647
Codigaz sarl;FAC/2021/0082;2021-02-17;252000.0;252000.0;Quincaillerie de La Mer;VCDG2248
Quincaillerie de La Mer;FAC/2021/1796;2021-02-17;390000.96;390000.96;SALAMA*;VQLM53608
Quincaillerie de La Mer;FAC/2021/1795;2021-02-17;270000.0;270000.0;SALAMA*;VQLM53610
Quincaillerie de La Mer;FAC/2021/1794;2021-02-17;4387500.0;4387500.0;SALAMA*;VQLM53645
Cheinmalt distribution;FAC/2021/0851;2021-02-13;561150.0;561150.0;SOCIETE EARTH GROUP SARL;VCHD15195
Cheinmalt distribution;FAC/2021/0907;2021-02-16;223819.2;223819.2;QUINCAILLERIE ALMAZ;VCHD15275
Cheinmalt distribution;FAC/2021/0909;2021-02-16;73440.0;73440.0;VALLIMAMOD ASHFAK;VCHD15270
Cheinmalt distribution;FAC/2021/0910;2021-02-16;243734.4;243734.4;LA COLOMBE;VCHD15273
Cheinmalt distribution;FAC/2021/0912;2021-02-16;926640.0;926640.0;QUINCAILLERIE ALMAZ;VCHD15278
Quincaillerie de La Mer;FAC/2021/1791;2021-02-16;2730001.03;2730001.03;SALAMA*;VQLM53636
Cheinmalt distribution;FAC/2021/0902;2021-02-16;3252620.16;3252620.16;VALLIMAMOD ASHFAK;VCHD15258
Cheinmalt distribution;FAC/2021/0901;2021-02-16;1174176.0;1174176.0;MANDROSO;VCHD15264
Cheinmalt distribution;FAC/2021/0905;2021-02-16;54172.8;54172.8;ALFA MENUISERIE;VCHD15268
Cheinmalt distribution;FAC/2021/0904;2021-02-16;92340.0;92340.0;TECHMARINE;VCHD15266
Cheinmalt distribution;FAC/2021/0903;2021-02-16;72499980.0;72499980.0;Société Travaux Batiment ( STB );VCHD15265
Cheinmalt distribution;FAC/2021/0899;2021-02-16;2418133.5;2418133.5;FIBASOM;VCHD15183
Cheinmalt distribution;FAC/2021/0898;2021-02-16;278100.0;278100.0;EPSILON;VCHD15262
Cheinmalt distribution;FAC/2021/0895;2021-02-16;6172200.0;6172200.0;ABC IVANDRY;VCHD15259
Cheinmalt distribution;FAC/2020/3941;2020-09-08;2768661.0;2768661.0;BRICO KOYTCHA;VCHD11863
Cheinmalt distribution;FAC/2021/0894;2021-02-16;3166257.6;3166257.6;FIBASOM;VCHD15250
Cheinmalt distribution;FAC/2021/0842;2021-02-12;0.2;1024650.0;MOURTAZA VALIBHAY;VCHD15217
Cheinmalt distribution;FAC/2021/0891;2021-02-16;90013.54;90013.54;TSIRY SOUDEUR;VCHD15257
Cheinmalt distribution;FAC/2021/0892;2021-02-16;4554000.0;4554000.0;CHANTIER TANA 10M2;VCHD15175
Quincaillerie de La Mer;FAC/2020/10834;2020-08-11;11383673.18;66761186.38;FATEALY DIEGO;VQLM44624
Cheinmalt distribution;FAC/2021/0890;2021-02-15;404092.8;404092.8;LA COLOMBE;VCHD15256
Quincaillerie de La Mer;FAC/2021/1755;2021-02-15;6500707.2;6500707.2;ESPACE HITECH SARL;VQLM53600
Cheinmalt distribution;FAC/2021/0886;2021-02-15;209700.0;209700.0;TECHMARINE;VCHD15254
Cheinmalt distribution;FAC/2021/0887;2021-02-15;6281247.6;6281247.6;TRANOMBAROTRA SOA VY;VCHD15244
Cheinmalt distribution;FAC/2021/0888;2021-02-15;1082160.0;1082160.0;MOURTAZA VALIBHAY;VCHD15248
Cheinmalt distribution;FAC/2021/0889;2021-02-15;2218060.8;2218060.8;ZOUZOU TSARA MANDRY;VCHD15255
Quincaillerie de La Mer;FAC/2021/1752;2021-02-15;22841826.0;22841826.0;TRANOMBAROTRA  MALAZA;VQLM53589
Cheinmalt distribution;FAC/2021/0884;2021-02-15;372060.0;372060.0;EPSILON;VCHD15253
Cheinmalt distribution;FAC/2021/0883;2021-02-15;46121729.14;46121729.14;Quincaillerie de La Mer;VCHD15251
Quincaillerie de La Mer;FAC/2021/1742;2021-02-15;95105.02;95105.02;BHAIDJY Mourtouza;VQLM52339
Cheinmalt distribution;FAC/2021/0870;2021-02-15;165024.0;165024.0;SOCIETE  TSARAHAZO SARL;VCHD15236
Cheinmalt distribution;FAC/2021/0881;2021-02-15;464994.0;464994.0;CHANTIER TANA 10M2;VCHD15246
Cheinmalt distribution;FAC/2021/0882;2021-02-15;65340.0;65340.0;NEC (Nouvelle Entreprise de Construction);VCHD15247
Cheinmalt distribution;FAC/2021/0880;2021-02-15;26719987.2;26719987.2;ABC IVANDRY;VCHD15245
Quincaillerie de La Mer;FAC/2021/1735;2021-02-15;465000.0;465000.0;SNIT STE NOSIBEENNE;VQLM53579
Cheinmalt distribution;FAC/2021/0879;2021-02-15;909090.0;909090.0;ALFA MENUISERIE;VCHD15204
Cheinmalt distribution;FAC/2021/0877;2021-02-15;454464.0;454464.0;SOCIETE  TSARAHAZO SARL;VCHD15243
Cheinmalt distribution;FAC/2021/0876;2021-02-15;431654.4;431654.4;QUINCAILLERIE ALMAZ;VCHD15240
Cheinmalt distribution;FAC/2021/0874;2021-02-15;31320.0;31320.0;SERTEX S.A.R.L;VCHD15238
Quincaillerie de La Mer;FAC/2021/0751;2021-01-22;7344999.72;7344999.72;FRANCK ROSSINI;VQLM52519
Quincaillerie de La Mer;FAC/2021/1731;2021-02-15;685000.03;685000.03;DIDIER BUET;VQLM53573
Cheinmalt distribution;FAC/2021/0871;2021-02-15;392040.0;392040.0;SERTEX S.A.R.L;VCHD15237
Cheinmalt distribution;FAC/2021/0872;2021-02-15;52200.0;52200.0;SERTEX S.A.R.L;VCHD15197
Quincaillerie de La Mer;FAC/2021/1725;2021-02-15;561000.0;561000.0;DIDIER BUET;VQLM53567
Cheinmalt distribution;FAC/2021/0868;2021-02-15;1166503.68;1166503.68;SOCIETE  TSARAHAZO SARL;VCHD15234
Codigaz sarl;FAC/2021/0078;2021-02-15;4752500.28;4752500.28;Quincaillerie de La Mer;VCDG2242
Quincaillerie de La Mer;FAC/2021/1719;2021-02-15;1316700.0;1316700.0;ARTEMIS;VQLM53559
Quincaillerie de La Mer;FAC/2021/1716;2021-02-15;14035.01;14035.01;BHAIDJY Mourtouza;VQLM53556
Cheinmalt distribution;FAC/2021/0867;2021-02-15;4553253.0;4553253.0;FIBASOM;VCHD15233
Quincaillerie de La Mer;FAC/2021/1715;2021-02-15;19500.0;19500.0;BHAIDJY Mourtouza;VQLM53555
Quincaillerie de La Mer;FAC/2021/1703;2021-02-13;924990.0;924990.0;CHANTIER TANA 10M2;VQLM53543
Cheinmalt distribution;FAC/2021/0866;2021-02-15;23673600.0;23673600.0;ABC IVANDRY;VCHD15232
Cheinmalt distribution;FAC/2021/0862;2021-02-13;2109024.0;2109024.0;TRANOMBAROTRA MOISE I RASSAY;VCHD15221
Cheinmalt distribution;FAC/2021/0865;2021-02-13;234144.0;234144.0;QUINCAILLERIE ALMAZ;VCHD15231
Quincaillerie de La Mer;FAC/2021/1712;2021-02-13;48000.01;48000.01;BHAIDJY Mourtouza;VQLM53551
Quincaillerie de La Mer;FAC/2021/1706;2021-02-13;130000.0;130000.0;LEONG BTP ;VQLM53546
Cheinmalt distribution;FAC/2021/0860;2021-02-13;636805.8;636805.8;MOURTAZA VALIBHAY;VCHD15222
Cheinmalt distribution;FAC/2021/0861;2021-02-13;966088.2;966088.2;MOURTAZA VALIBHAY;VCHD15223
Cheinmalt distribution;FAC/2021/0857;2021-02-13;4924031.04;4924031.04;MANDROSO;VCHD15226
Quincaillerie de La Mer;FAC/2021/1700;2021-02-13;75800.0;75800.0;OSO FARMING LES GAMBAS DE L'ANKARANA;VQLM52475
Cheinmalt distribution;FAC/2021/0856;2021-02-13;23646691.58;23646691.58;ABC IVANDRY;VCHD15225
Quincaillerie de La Mer;FAC/2021/1699;2021-02-13;82000.04;82000.04;OSO FARMING LES GAMBAS DE L'ANKARANA;VQLM53539
Cheinmalt distribution;FAC/2021/0854;2021-02-13;1166400.0;1166400.0;TRANOMBAROTRA  MALAZA;VCHD15224
Cheinmalt distribution;FAC/2021/0853;2021-02-13;853128.0;853128.0;COMPUTEK TECHNOLOGY;VCHD15212
Quincaillerie de La Mer;FAC/2021/1695;2021-02-13;1810598.78;1810598.78;E.M.I.T (Entreprise de Maintenance Industrielle et du Transport);VQLM53536
Quincaillerie de La Mer;FAC/2021/1689;2021-02-13;115000.01;115000.01;LEONG BTP ;VQLM53531
Cheinmalt distribution;FAC/2021/0850;2021-02-13;3776047.2;3776047.2;Quincaillerie de La Mer;VCHD15214
Quincaillerie de La Mer;FAC/2021/1687;2021-02-13;78800.0;78800.0;TROPICAL BOAT;VQLM53530
Quincaillerie de La Mer;FAC/2021/1686;2021-02-13;78800.0;78800.0;TROPICAL BOAT;VQLM53529
Cheinmalt distribution;FAC/2021/0845;2021-02-12;1610742.0;1610742.0;MANDROSO;VCHD15210
Cheinmalt distribution;FAC/2021/0849;2021-02-13;243000.0;243000.0;ZOUZOU TSARA MANDRY;VCHD15220
Cheinmalt distribution;FAC/2021/0848;2021-02-13;102090.24;102090.24;ALL TRADE;VCHD15218
Cheinmalt distribution;FAC/2021/0846;2021-02-13;3579724.8;3579724.8;MANDROSO;VCHD15202
Cheinmalt distribution;FAC/2021/0847;2021-02-13;14145238.8;14145238.8;ABC IVANDRY;VCHD15219
Quincaillerie de La Mer;FAC/2021/1676;2021-02-13;309000.0;309000.0;DONNE ET FILS;VQLM53517
Reflet de l'ile;FAC/2021/0181;2021-02-13;528120.0;528120.0;EMCG SARLU;VRFI7199
Quincaillerie de La Mer;FAC/2021/1673;2021-02-13;1660000.42;1660000.42;E.M.I.T (Entreprise de Maintenance Industrielle et du Transport);VQLM53512
Cheinmalt distribution;FAC/2021/0843;2021-02-12;14212040.4;14212040.4;ABC IVANDRY;VCHD15216
Cheinmalt distribution;FAC/2021/0838;2021-02-12;16.8;16.8;BHAIDJY Mourtouza;VCHD15025
Cheinmalt distribution;FAC/2021/0839;2021-02-12;5733000.0;5733000.0;NORO OLIVIA;VCHD15124
Cheinmalt distribution;FAC/2021/0792;2021-02-11;14401800.0;14516100.0;YOUSSOUF TAPORY;VCHD15158
Quincaillerie de La Mer;FAC/2021/1660;2021-02-12;50000.02;50000.02;RAKOTO;VQLM53501
Quincaillerie de La Mer;FAC/2021/1664;2021-02-12;66000.0;66000.0;DONNE ET FILS;VQLM53504
Cheinmalt distribution;FAC/2019/4182;2019-11-08;67230.0;67230.0;HOUSSENI MOUSTAFA;VCHD7054
Cheinmalt distribution;FAC/2021/0832;2021-02-12;27005940.0;27005940.0;Quincaillerie de La Mer;VCHD15203
Cheinmalt distribution;FAC/2021/0834;2021-02-12;16740.0;16740.0;TECHMARINE;VCHD15192
Cheinmalt distribution;FAC/2021/0835;2021-02-12;447897.6;447897.6;QUINCAILLERIE SOA;VCHD15182
Cheinmalt distribution;FAC/2021/0833;2021-02-12;12743895.88;12743895.88;VIMA SERV SARL;VCHD15208
Cheinmalt distribution;FAC/2021/0831;2021-02-12;140400.0;140400.0;TROPICAL WOOD;VCHD15207
Cheinmalt distribution;FAC/2021/0830;2021-02-12;680832.0;680832.0;MANDROSO;VCHD15206
Quincaillerie de La Mer;FAC/2021/1657;2021-02-12;9530001.96;9530001.96;SEDO;VQLM53426
Cheinmalt distribution;FAC/2021/0828;2021-02-12;198450.0;198450.0;TRANOMBAROTRA SOA VY;VCHD15191
Cheinmalt distribution;FAC/2021/0820;2021-02-12;440640.0;440640.0;MANDROSO;VCHD15189
Cheinmalt distribution;FAC/2021/0821;2021-02-12;696816.0;696816.0;ESPACE ELECTRONIQUE;VCHD15186
Cheinmalt distribution;FAC/2021/0822;2021-02-12;423360.0;423360.0;ALL TRADE;VCHD15190
Cheinmalt distribution;FAC/2021/0827;2021-02-12;14822056.87;14822056.87;QUINCAILLERIE 2000 MADAGASCAR SARL;VCHD15201
Quincaillerie de La Mer;FAC/2021/1656;2021-02-12;32900.0;32900.0;DONNE ET FILS;VQLM53496
Cheinmalt distribution;FAC/2021/0826;2021-02-12;6352697.34;6352697.34;VIMA SERV SARL;VCHD15196
Quincaillerie de La Mer;FAC/2021/1654;2021-02-12;1824751.44;1824751.44;DONNE ET FILS;VQLM53475
Cheinmalt distribution;FAC/2021/0824;2021-02-12;5775179.4;5775179.4;VIMA SERV SARL;VCHD15194
Cheinmalt distribution;FAC/2021/0823;2021-02-12;253800.0;253800.0;ENAC;VCHD15173
Cheinmalt distribution;FAC/2021/0819;2021-02-12;86490.0;86490.0;ID MOTORS;VCHD15184
Quincaillerie de La Mer;FAC/2021/1634;2021-02-12;6465000.83;6465000.83;OSO FARMING LES GAMBAS DE L'ANKARANA;VQLM52333
Quincaillerie de La Mer;FAC/2021/1632;2021-02-12;9497499.42;9497499.42;QUINCAILLERIE HOUSSENI ;VQLM52683
Codigaz sarl;FAC/2021/0075;2021-02-12;5572500.32;5572500.32;MAISON SARAH;VCDG2240
Cheinmalt distribution;FAC/2021/0817;2021-02-11;2317271.04;2317271.04;NORO OLIVIA;VCHD15082
Cheinmalt distribution;FAC/2021/0813;2021-02-11;1861380.0;1861380.0;FIBASOM;VCHD15156
Cheinmalt distribution;FAC/2021/0814;2021-02-11;8380697.4;8380697.4;FIBASOM;VCHD15112
Cheinmalt distribution;FAC/2021/0815;2021-02-11;17523.0;17523.0;COMPUTEK TECHNOLOGY;VCHD15179
Cheinmalt distribution;FAC/2019/0069;2019-01-09;3390077.19;8590077.19;MAGASIN SOAFENO;VCHD3009
Cheinmalt distribution;FAC/2021/0816;2021-02-11;60662152.59;60662152.59;ZOUZOU TSARA MANDRY;VCHD15180
Quincaillerie de La Mer;FAC/2021/1621;2021-02-11;1023000.0;1023000.0;E.M.I.T (Entreprise de Maintenance Industrielle et du Transport);VQLM53461
Quincaillerie de La Mer;FAC/2021/1619;2021-02-11;474000.01;474000.01;E.M.I.T (Entreprise de Maintenance Industrielle et du Transport);VQLM53463
Cheinmalt distribution;FAC/2021/0812;2021-02-11;14652.0;14652.0;COMPUTEK TECHNOLOGY;VCHD15177
Quincaillerie de La Mer;FAC/2021/1615;2021-02-11;458640.0;458640.0;MOSCHINE HASSANALY;VQLM53456
Cheinmalt distribution;FAC/2021/0806;2021-02-11;1343710.08;1343710.08;SOCIETE  TSARAHAZO SARL;VCHD15165
Quincaillerie de La Mer;FAC/2021/1609;2021-02-11;17500.02;17500.02;CENTRE COMMERCIALE DE NOSYBE;VQLM53447
Quincaillerie de La Mer;FAC/2021/1608;2021-02-11;1500000.0;1500000.0;CENTRE COMMERCIALE DE NOSYBE;VQLM53446
Cheinmalt distribution;FAC/2021/0802;2021-02-11;2192830.92;2192830.92;Quincaillerie de La Mer;VCHD15170
Cheinmalt distribution;FAC/2021/0805;2021-02-11;55827.0;55827.0;COMPUTEK TECHNOLOGY;VCHD14744
Cheinmalt distribution;FAC/2021/0803;2021-02-11;815400.0;815400.0;NORMAD;VCHD15171
Cheinmalt distribution;FAC/2021/0512;2021-01-28;2422556.16;4859034.96;ADAMALY RASOLOFO NASSIR;VCHD14881
Quincaillerie de La Mer;FAC/2021/1596;2021-02-11;450500.0;450500.0;LEONG BTP ;VQLM53425
Cheinmalt distribution;FAC/2021/0685;2021-02-05;30400.01;30400.01;BZ MIARINTSOA RAHANTAMALALA;VCHD15055
Cheinmalt distribution;FAC/2021/0799;2021-02-11;5220.0;5220.0;CHEINMALT MAISON;VCHD15164
Cheinmalt distribution;FAC/2021/0798;2021-02-11;312000.0;312000.0;TECHMARINE;VCHD15162
Cheinmalt distribution;FAC/2021/0796;2021-02-11;44280.0;44280.0;CHANTIER TANA 10M2;VCHD15159
Cheinmalt distribution;FAC/2021/0797;2021-02-11;153187.2;153187.2;QUINCAILLERIE ALMAZ;VCHD15160
Cheinmalt distribution;FAC/2021/0794;2021-02-11;14592300.0;14592300.0;YOUSSOUF TAPORY;VCHD15148
Cheinmalt distribution;FAC/2021/0786;2021-02-10;650592.0;650592.0;MANDROSO;VCHD15152
Cheinmalt distribution;FAC/2021/0780;2021-02-10;326160.0;326160.0;FATIMABAY AKBARALY;VCHD15134
Quincaillerie de La Mer;FAC/2021/1566;2021-02-10;207360.0;207360.0;ZOUZOU TSARA MANDRY;VQLM53369
Cheinmalt distribution;FAC/2021/0788;2021-02-10;445305.6;445305.6;ZOUZOU TSARA MANDRY;VCHD15154
Cheinmalt distribution;FAC/2021/0790;2021-02-10;170380.8;170380.8;QUINCAILLERIE ALMAZ;VCHD15155
Cheinmalt distribution;FAC/2021/0787;2021-02-10;31815.0;31815.0;TAIBALY Hasnen;VCHD15157
Cheinmalt distribution;FAC/2021/0784;2021-02-10;323066.88;323066.88;MAGASIN SOAFENO;VCHD15151
Cheinmalt distribution;FAC/2021/0781;2021-02-10;872100.0;872100.0;Société Travaux Batiment ( STB );VCHD15150
Cheinmalt distribution;FAC/2021/0775;2021-02-10;821430.0;821430.0;TROPICAL WOOD;VCHD15145
Cheinmalt distribution;FAC/2021/0776;2021-02-10;1938816.0;1938816.0;MAGASIN SOAFENO;VCHD15137
Cheinmalt distribution;FAC/2021/0777;2021-02-10;19530.0;19530.0;EPSILON;VCHD15088
Cheinmalt distribution;FAC/2021/0779;2021-02-10;1026000.0;1026000.0;Société Travaux Batiment ( STB );VCHD15146
Quincaillerie de La Mer;FAC/2021/1571;2021-02-10;600000.0;600000.0;LEONG BTP ;VQLM53391
Quincaillerie de La Mer;FAC/2021/1570;2021-02-10;310200.0;310200.0;LEONG BTP ;VQLM53388
Quincaillerie de La Mer;FAC/2021/1569;2021-02-10;7650.0;7650.0;LEONG BTP ;VQLM53390
Cheinmalt distribution;FAC/2021/0765;2021-02-10;15750.0;15750.0;CHANTIER TANA 10M2;VCHD15118
Quincaillerie de La Mer;FAC/2021/1568;2021-02-10;320000.04;320000.04;E.M.I.T (Entreprise de Maintenance Industrielle et du Transport);VQLM53389
Cheinmalt distribution;FAC/2021/0774;2021-02-10;4050000.18;4050000.18;FIBAFER;VCHD15140
Cheinmalt distribution;FAC/2021/0770;2021-02-10;208273.54;208273.54;TSIRY SOUDEUR;VCHD15107
Cheinmalt distribution;FAC/2021/0772;2021-02-10;3123441.0;3123441.0;MOURTAZA VALIBHAY;VCHD15142
Cheinmalt distribution;FAC/2021/0773;2021-02-10;7200000.0;7200000.0;SOCIETE  TSARAHAZO SARL;VCHD15144
Cheinmalt distribution;FAC/2021/0771;2021-02-10;750000.0;750000.0;FIBAFER;VCHD15113
Cheinmalt distribution;FAC/2020/6192;2021-01-13;224532.0;224532.0;QUINCAILLERIE ALMAZ;VCHD14150
Cheinmalt distribution;FAC/2021/0767;2021-02-10;207360.0;207360.0;ZOUZOU TSARA MANDRY;VCHD15138
Quincaillerie de La Mer;FAC/2021/1554;2021-02-10;300000.12;300000.12;DONNE ET FILS;VQLM53374
Quincaillerie de La Mer;FAC/2021/1191;2021-02-02;55000.02;255000.02;DONNE ET FILS;VQLM52999
Quincaillerie de La Mer;FAC/2021/1553;2021-02-10;1500000.6;1500000.6;E.M.I.T (Entreprise de Maintenance Industrielle et du Transport);VQLM53363
Quincaillerie de La Mer;FAC/2021/1552;2021-02-10;378000.0;378000.0;PALM BEACH RESORT & SPA;VQLM53372
Quincaillerie de La Mer;FAC/2021/1547;2021-02-10;219750.01;219750.01;BHAIDJY Mourtouza;VQLM53366
Quincaillerie de La Mer;FAC/2021/1545;2021-02-10;146205.0;146205.0;CHANTIER TANA 10M2;VQLM53294
Cheinmalt distribution;FAC/2021/0764;2021-02-10;4880480.0;6000480.0;DECORS CARRELAGES;
Cheinmalt distribution;FAC/2021/0761;2021-02-09;407756.16;407756.16;QUINCAILLERIE ALMAZ;VCHD15132
Cheinmalt distribution;FAC/2021/0755;2021-02-09;1388729.81;1388729.81;MOURTAZA VALIBHAY;VCHD15111
Cheinmalt distribution;FAC/2021/0756;2021-02-09;1378102.8;1378102.8;MOURTAZA VALIBHAY;VCHD15117
Cheinmalt distribution;FAC/2021/0757;2021-02-09;1616976.0;1616976.0;ZOUZOU TSARA MANDRY;VCHD15130
Cheinmalt distribution;FAC/2021/0758;2021-02-09;963446.4;963446.4;TRANOMBAROTRA SOA VY;VCHD15129
Cheinmalt distribution;FAC/2021/0759;2021-02-09;1747008.0;1747008.0;MANDROSO;VCHD15109
Cheinmalt distribution;FAC/2021/0760;2021-02-09;1798156.8;1798156.8;ZOUZOU TSARA MANDRY;VCHD15127
Quincaillerie de La Mer;FAC/2021/1541;2021-02-09;825000.3;825000.3;CENTRE COMMERCIALE DE NOSYBE;VQLM53357
Quincaillerie de La Mer;FAC/2021/1427;2021-02-08;1450000.08;1450000.08;NS CONSTRUCT;VQLM53252
Quincaillerie de La Mer;FAC/2021/1539;2021-02-09;550000.2;550000.2;HOME MADAGASCAR CONSTRUCTION;VQLM53347
Quincaillerie de La Mer;FAC/2021/1538;2021-02-09;359122.01;359122.01;E.M.I.T (Entreprise de Maintenance Industrielle et du Transport);VQLM53334
Cheinmalt distribution;FAC/2021/0753;2021-02-09;273024.0;273024.0;QUINCAILLERIE ALMAZ;VCHD15121
Quincaillerie de La Mer;FAC/2021/1535;2021-02-09;14500002.0;14500002.0;LEONG BTP ;VQLM53349
Cheinmalt distribution;FAC/2021/0750;2021-02-09;625950.0;625950.0;PROCARE;VCHD15054
Cheinmalt distribution;FAC/2021/0747;2021-02-09;1344000.0;1344000.0;VIMA SERV SARL;VCHD15119
Cheinmalt distribution;FAC/2021/0745;2021-02-09;24127470.0;24127470.0;Quincaillerie de La Mer;VCHD15096
Cheinmalt distribution;FAC/2021/0740;2021-02-09;654300.0;654300.0;EPSILON;VCHD15115
Cheinmalt distribution;FAC/2021/0739;2021-02-09;279382.34;279382.34;RAVAKA;VCHD15114
Codigaz sarl;FAC/2021/0069;2021-02-09;3280000.16;3280000.16;Quincaillerie de La Mer;VCDG2234
Cheinmalt distribution;FAC/2021/0731;2021-02-08;204768.0;204768.0;MAC AUTO ;VCHD15102
Cheinmalt distribution;FAC/2021/0737;2021-02-09;340000.0;340000.0;MADA GARDEN;VCHD15032
Quincaillerie de La Mer;FAC/2021/1517;2021-02-09;163200.0;163200.0;RAKOTO;VQLM53337
Quincaillerie de La Mer;FAC/2021/1515;2021-02-09;1025800.39;1025800.39;ENAC;VQLM53332
Quincaillerie de La Mer;FAC/2021/1508;2021-02-09;406500.01;406500.01;DONNE ET FILS;VQLM53326
Quincaillerie de La Mer;FAC/2021/1503;2021-02-09;319267.04;319267.04;SALAMA*;VQLM53321
Cheinmalt distribution;FAC/2021/0666;2021-02-05;2991600.0;2991600.0;ZARA TOURS;VCHD15037
Quincaillerie de La Mer;FAC/2021/1497;2021-02-09;211566.92;211566.92;SALAMA*;VQLM53313
Cheinmalt distribution;FAC/2021/0710;2021-02-08;942500.0;942500.0;CHANTIER TANA 10M2;VCHD15085
Cheinmalt distribution;FAC/2021/0735;2021-02-08;3179999.88;3179999.88;TRANOMBAROTRA JMC (BAYA);VCHD15106
Cheinmalt distribution;FAC/2021/0355;2021-01-21;388003.16;1184265.56;QUINCAILLERIE ALMAZ;VCHD14704
Cheinmalt distribution;FAC/2021/0730;2021-02-08;54316805.3;54316805.3;FATEALY DIEGO;VCHD15103
Cheinmalt distribution;FAC/2021/0729;2021-02-08;726027.84;726027.84;QUINCAILLERIE ALMAZ;VCHD15097
Quincaillerie de La Mer;FAC/2021/1480;2021-02-08;8600820.0;8600820.0;HATIMY SHOP;VQLM53301
Quincaillerie de La Mer;FAC/2021/1479;2021-02-08;11171000.4;11171000.4;HATIMY SHOP;VQLM53307
Cheinmalt distribution;FAC/2021/0728;2021-02-08;684000.0;684000.0;ZOUZOU TSARA MANDRY;VCHD15101
Cheinmalt distribution;FAC/2021/0725;2021-02-08;705299.4;705299.4;TRANOMBAROTRA SOA VY;VCHD15098
Cheinmalt distribution;FAC/2021/0727;2021-02-08;5218765.2;5218765.2;TRANOMBAROTRA SOA VY;VCHD15100
Cheinmalt distribution;FAC/2021/0724;2021-02-08;133200.0;133200.0;M-TEC;VCHD14990
Cheinmalt distribution;FAC/2021/0723;2021-02-08;5424505.2;5424505.2;TRANOMBAROTRA SOA VY;VCHD15090
